month,transferred,business_unit_l3,internal_categorization_l2,company,is_stream,original_currency,new_sector_group,id,po_purchasing_group,original_amount,base_currency,category,business_unit_l4,indigenous_flag,cost_type,data_source,spendanalysis_id,subcategory,internal_categorization_l3,normalized_vendor_name,new_sector,diversity_designation,internal_categorization_l1,simple_vendor_name,company_group_system,spend_amount_attribute,vendor_number,social_enterprise_flag,commercial_status_group,date,gdw_subcat,amount,original_vendor_name,business_unit_l2,business_unit,gdw_cat,is_diverse,minority_indicator,commercial_status,channel_type,transaction_description,po_number,vendor_country,company_group,business_unit_l5,is_preferred,is_managed,impactable,include_in_savings,lost_savings_rate,compliance_status,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6
8,0,\People," Culture and Safety\""",HR,7200,NULL,NZD,NULL,2454080,NULL,960.9000244,NZD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,TRAINING,LEARNING & DEVELOPMENT,NZQA,Corporate Services,NULL,CORPORATE SERVICES,NZQA,SAP & Others,Under 100k,53038735,NULL,NULL,17-08-2022,TRAINING & DEVELOPMENT,603.0750615,NZQA,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,Y22 NZQA REGISTRATIONS,4700503501,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",INTERNAL SPEND,7020,NULL,AUD,NULL,2878207,C05,55910.91016,AUD,IT PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,8130,SW PURCHASE / MAINTENANCE,INTERNAL SPEND,CIMIC ADMIN SERVICES PTY LTD,Corporate Services,NULL,INTERNAL SPEND,CIMIC ADMIN SERVICES PTY LTD,SAP & Others,Over 350k,99086383977,NULL,NULL,02-12-2022,SOFTWARE,37995.91301,CIMIC ADMIN SERVICES PTY LTD,SHEQ,NULL,INFORMATION TECHNOLOGY,NULL,NULL,NULL,NULL,CIMIC TECHSTREET RENEWAL 2021-22,4700491363,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2440280,NULL,-100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,05-08-2022,CORPORATE INSURANCE,-62.40748091,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON MEDICAL FEES 2021,4700379910,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2162364,C89,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,03-05-2022,CORPORATE INSURANCE,64.34000346,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,1680087,C89,8802.080078,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,09-03-2022,CORPORATE INSURANCE,6018.553276,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON MEDICAL FEES 2022,4700505751,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
2,0,\People," Culture and Safety\""",LEASING,7020,NULL,AUD,NULL,1933608,C89,210,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7389,FACILITY / PROPERTY RENT,LEASING,BAKER ROBERT DAVID,Corporate Services,NULL,REAL ESTATE,BAKER ROBERT DAVID,SAP & Others,Under 100k,14025906992,NULL,NULL,27-02-2022,FACILITY / PROPERTY RENT,150.9043482,"BAKER, ROBERT DAVID",SHEQ,NULL,REAL ESTATE & FACILITIES,0,NULL,NULL,NULL,RDB TRAINING MATERIALS 2022,4700509253,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,1776545,C89,3078.169922,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,09-03-2022,CORPORATE INSURANCE,2104.744576,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON MEDICAL FEES 2021,4700379910,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2204054,C54,59.04000092,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,28-04-2022,CORPORATE INSURANCE,38.33656701,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ ADMIN FEES SEP 2021,4700359902,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",HR,7020,NULL,AUD,NULL,2319729,NULL,18834,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,BACKGROUND CHECKS & DRUG TESTING,RECRUITMENT - PERMANENT,INJURYNET AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INJURYNET AUSTRALIA PTY LTD,SAP & Others,Over 350k,37105352501,NULL,NULL,11-07-2022,BACKGROUND CHECKS & DRUG TESTING,12695.10449,INJURYNET AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,AUS INJURYNET EI SERVICES - MAY22,4700560482,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,Strategy & CD and BM&C,LEASING,7020,NULL,AUD,NULL,1917948,C14,1200,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7389,FACILITY / PROPERTY RENT,LEASING,TOWN DESIGN PTY LTD,Corporate Services,NULL,REAL ESTATE,TOWN DESIGN PTY LTD,SAP & Others,100k to 350k,57149176107,NULL,NULL,19-04-2022,FACILITY / PROPERTY RENT,887.1979553,TOWN DESIGN PTY. LTD.,\Brand," Marketing & Communications\""",NULL,REAL ESTATE & FACILITIES,0,NULL,NULL,NULL,VEN_0652-ACCOUNT MANAGEMENT PPT TEMPLATE,4700529923,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",PROFESSIONAL SERVICES,7020,NULL,AUD,NULL,2915756,NULL,400,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,BACKGROUND CHECKS & DRUG TESTING,HEALTHCARE SERVICES,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,25-10-2022,BACKGROUND CHECKS & DRUG TESTING,255.3617998,WORKFORCE HEALTH ASSESSORS PTY LTD,People & Culture,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2029243,C89,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,09-03-2022,CORPORATE INSURANCE,68.37648915,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",ELECTRICAL SERVICES,7020,NULL,AUD,NULL,2686641,C09,3750,AUD,TRAVEL,NULL,NULL,NULL,AP Data,8130,HOTEL & LODGING,TBC,NORTH SYDNEY HARBOURVIEW HOTEL,Corporate Services,NULL,FACILITIES MANAGEMENT,NORTH SYDNEY HARBOURVIEW HOTEL,SAP & Others,Under 100k,16099650941,NULL,NULL,08-11-2022,HOTELS,2440.905674,NORTH SYDNEY HARBOURVIEW HOTEL,People & Culture,NULL,TRAVEL,NULL,NULL,NULL,NULL,THE VIEW HOTEL INVOICE NO. 159847 VENTI,4700643606,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,Telco - Wireless and Special Coverage Solutions,NULL,7083,NULL,AUD,NULL,2564230,NULL,28459.5,AUD,TELECOMMUNICATIONS,NULL,NULL,NULL,AP Data,7769,TELECOM / CONTACT INFRASTRUCTURE,NULL,INNOVATEL PTY LTD,Telecommunications,NULL,NULL,INNOVATEL PTY LTD,SAP & Others,Over 350k,73155190855,NULL,NULL,26-09-2022,TELECOM & CONTACT INFRASTRUCTURE,18417.50354,INNOVATEL PTY LTD,SCS Optus,NULL,INFORMATION TECHNOLOGY,NULL,NULL,NULL,NULL,"JUMPER, 2.0M, 1/2\ FLEX"," DIN MALE RIGHT"",4700597338,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
12,0,\People," Culture and Safety\""",HR,7020,NULL,AUD,NULL,2951345,C89,19011,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,BACKGROUND CHECKS & DRUG TESTING,RECRUITMENT - PERMANENT,INJURYNET AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,INJURYNET AUSTRALIA PTY LTD,SAP & Others,100k to 350k,37105352501,NULL,NULL,05-12-2022,BACKGROUND CHECKS & DRUG TESTING,12750.37474,INJURYNET AUSTRALIA PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,AUS EARLY INTERVENTION SERVICE FEE SEP22,4700647889,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",LABOUR HIRE,7020,NULL,AUD,NULL,2822151,NULL,3995,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,JOB BOARDS & RESUME SEARCH,MSP,SKOUT SOLUTIONS LTD,Corporate Services,NULL,CORPORATE SERVICES,SKOUT SOLUTIONS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,13-12-2022,JOB BOARDS,2733.347108,SKOUT SOLUTIONS PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
1,0,Joint Ventures,NULL,9012,NULL,AUD,NULL,1646788,U47,516.1900024,AUD,DIRECT,NULL,NULL,NULL,AP Data,7389,SUBCONTRACTOR - ENVIRONMENTAL SERVICES,NULL,TRILITY SOLUTIONS AUSTRALIA PTY LTD,Joint Ventures,NULL,NULL,TRILITY SOLUTIONS AUSTRALIA PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,19-01-2022,N/A,372.4852071,TRILITY SOLUTIONS AUSTRALIA PTY LTD,Utilita,NULL,N/A,0,NULL,NULL,NULL,"STATIC MIXER, 1-1/2\", KOFLO SERIES 308,",4805319172"",NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
4,0,Infra Serv - Rig & Well Services,WATER,7045,NULL,AUD,NULL,1872638,E26,8280,AUD,DIRECT,NULL,NULL,NULL,AP Data,7389,SUBCONTRACTOR - ENGINEERING AND CAPITAL WORKS,WATER TREATMENT EQUIPMENT,MUD LOGIC PTY LTD,Infrastructure Services,NULL,MATERIALS,MUD LOGIC PTY LTD,SAP & Others,100k to 350k,71615038376,NULL,NULL,11-04-2022,N/A,6140.447155,MUD LOGIC (WA) PTY LTD,Minerals - MRL,NULL,N/A,0,NULL,NULL,NULL,"BENTONITE,PELLETS,1/4\ COATED",R30,"50LB"",4805630712,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
9,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2562829,NULL,5936.839844,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,HR CONSULTING,NULL,WORKVERGENT PTY LTD,Corporate Services,NULL,NULL,WORKVERGENT PTY LTD,SAP & Others,Under 100k,66654678172,NULL,NULL,06-09-2022,HR SERVICES,3994.410231,WORKVERGENT PTY LTD,People & Culture,NULL,HR,NULL,NULL,NULL,NULL,WORKVERGENT_INV0052/01.09.22/5936.84EXG,4700609753,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,1977906,C89,2403.550049,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,06-05-2022,CORPORATE INSURANCE,1540.243512,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON MEDICAL FEES 2022,4700505751,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",PROFESSIONAL SERVICES,7020,NULL,AUD,NULL,2949024,NULL,50,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,BACKGROUND CHECKS & DRUG TESTING,HEALTHCARE SERVICES,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,10-12-2022,BACKGROUND CHECKS & DRUG TESTING,33.98500718,WORKFORCE HEALTH ASSESSORS PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,\People," Culture and Safety\""",LEASING,7020,NULL,AUD,NULL,1621115,C89,360,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7389,FACILITY / PROPERTY RENT,LEASING,TOWN DESIGN PTY LTD,Corporate Services,NULL,REAL ESTATE,TOWN DESIGN PTY LTD,SAP & Others,100k to 350k,57149176107,NULL,NULL,20-06-2022,FACILITY / PROPERTY RENT,250.9200401,TOWN DESIGN PTY. LTD.,SHEQ,NULL,REAL ESTATE & FACILITIES,0,NULL,NULL,NULL,FLU SHOT POSTER UPDATE,4700568247,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2448237,NULL,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,21-09-2022,CORPORATE INSURANCE,58.30118509,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,2750961,E25,3275,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8130,UNCATEGORIZED,NULL,PRACTICAL SAFETY AUSTRALIA PTY LTD,Infrastructure Services,NULL,NULL,PRACTICAL SAFETY AUSTRALIA PTY LTD,SAP & Others,Under 100k,16169344129,NULL,NULL,22-12-2022,UNCATEGORIZED,2186.405962,PRACTICAL SAFETY AUSTRALIA PTY LTD,Minerals - BHP Olympic Dam,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"CONE,PACKER,14.75\X8\"",12MM,LINATEX""""",4806460828,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,,
2,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,1920776,C89,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,12-02-2022,CORPORATE INSURANCE,66.49696641,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,Strategy & CD and BM&C,NULL,7020,NULL,AUD,NULL,1627413,NULL,25,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,BACKGROUND CHECKS & DRUG TESTING,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,24-06-2022,BACKGROUND CHECKS & DRUG TESTING,17.36556104,WORKFORCE HEALTH ASSESSORS PTY LTD,\Brand," Marketing & Communications\""",NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2840919,C89,7457.22998,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,WORKER'S COMPENSATION INSURANCE,NULL,ALLIANZ AUSTRALIA WORKERS COMPENSATION LTD,Corporate Services,NULL,NULL,ALLIANZ AUSTRALIA WORKERS,SAP & Others,Under 100k,98059835791,NULL,NULL,24-10-2022,WORKERS COMPENSATION INSURANCE,4718.46078,ALLIANZ AUSTRALIA WORKERS',SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,DELRON PREMIUM ADJUSTMENT 21/22,4700630238,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",TELEPHONY & COMMUNICATIONS,7020,NULL,AUD,NULL,2690601,NULL,7154.970215,AUD,TELECOMMUNICATIONS,NULL,NULL,NULL,AP Data,8130,VOICE & DATA SERVICES,TELEPHONY & COMMUNICATIONS,TELSTRA,Corporate Services,NULL,IT,TELSTRA CORPORATION LTD,SAP & Others,Over 350k,33051775556,NULL,NULL,17-10-2022,VOICE & DATA SERVICES,4505.776297,TELSTRA CORPORATION LIMITED,People & Culture,NULL,INFORMATION TECHNOLOGY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2499468,NULL,3856.52002,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,02-09-2022,CORPORATE INSURANCE,2356.810668,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON MEDICAL FEES 2022,4700505751,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,7020,NULL,AUD,NULL,2368470,NULL,7500,AUD,UNADDRESSABLE,NULL,NULL,NULL,AP Data,7769,CHARITABLE CONTRIBUTIONS,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,NSCA FOUNDATION LTD,Corporate Services,NULL,CORPORATE SERVICES,NSCA FOUNDATION LTD,SAP & Others,Under 100k,22008427914,NULL,NULL,04-08-2022,CHARITABLE CONTRIBUTIONS,5219.824196,NSCA FOUNDATION LTD,SHEQ,NULL,UNADDRESSABLE,NULL,NULL,NULL,NULL,NSCA PLATINUM PARTNER JUNE 22-MAY 23,4700565174,NULL,NULL,NULL,0,0,1,1,15,unaddressable,NULL,NULL,NULL,NULL,NULL
7,0,Strategy & CD and BM&C,LEASING,7020,NULL,AUD,NULL,2464355,NULL,11200,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7769,FACILITY / PROPERTY RENT,LEASING,BENDER PETA LYNN T AS WORDS BYPETA,Corporate Services,NULL,REAL ESTATE,BENDER PETA LYNN T AS WORDS BY,SAP & Others,Under 100k,68281539801,NULL,NULL,30-07-2022,FACILITY / PROPERTY RENT,7831.33541,"BENDER, PETA-LYNN T/AS WORDS BY",\Brand," Marketing & Communications\""",NULL,REAL ESTATE & FACILITIES,NULL,NULL,NULL,NULL,WORDS BY PETA - 8 DAYS CONSULTANCY FEES,4700581312,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
2,0,Strategy & CD and BM&C,LEASING,7020,NULL,AUD,NULL,2020661,C14,2100,AUD,FACILITIES MANAGEMENT & MAINTENANCE,NULL,NULL,NULL,AP Data,7389,FACILITY / PROPERTY RENT,LEASING,TOWN DESIGN PTY LTD,Corporate Services,NULL,REAL ESTATE,TOWN DESIGN PTY LTD,SAP & Others,100k to 350k,57149176107,NULL,NULL,03-02-2022,FACILITY / PROPERTY RENT,1500.030001,TOWN DESIGN PTY. LTD.,\Brand," Marketing & Communications\""",NULL,REAL ESTATE & FACILITIES,0,NULL,NULL,NULL,GLADSTONE OFFICE ARTWORK,4700498088,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
3,0,Strategy & CD and BM&C,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,7020,NULL,AUD,NULL,1680123,C14,9904.549805,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7389,UNCATEGORIZED,PROFESSIONAL MEMBERSHIPS & SUBSCRIPTIONS,DIVERSITY COUNCIL AUSTRALIA LTD,Corporate Services,NULL,CORPORATE SERVICES,DIVERSITY COUNCIL AUSTRALIA LTD,SAP & Others,Under 100k,64421748342,NULL,NULL,02-03-2022,UNCATEGORIZED,7223.44543,DIVERSITY COUNCIL AUSTRALIA LIMITED,\Brand," Marketing & Communications\""",NULL,UNCATEGORIZED,0,NULL,NULL,NULL,DIVERSITY COUNCIL AUSTRALIA MEMBERSHIP,4700508555,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
2,0,Joint Ventures,NULL,9012,NULL,AUD,NULL,2271950,U47,134.3200073,AUD,DIRECT,NULL,NULL,NULL,AP Data,7389,SUBCONTRACTOR - ENVIRONMENTAL SERVICES,NULL,TRILITY SOLUTIONS AUSTRALIA PTY LTD,Joint Ventures,NULL,NULL,TRILITY SOLUTIONS AUSTRALIA PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,28-02-2022,N/A,97.5029036,TRILITY SOLUTIONS AUSTRALIA PTY LTD,Utilita,NULL,N/A,0,NULL,NULL,NULL,"VALVE, BALL, 3/4\ (DN20)", GF TYPE 546," S"",4805483307,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
11,0,\People," Culture and Safety\""",TELEPHONY & COMMUNICATIONS,7020,NULL,AUD,NULL,2787994,NULL,6614.640137,AUD,TELECOMMUNICATIONS,NULL,NULL,NULL,AP Data,8130,VOICE & DATA SERVICES,TELEPHONY & COMMUNICATIONS,TELSTRA,Corporate Services,NULL,IT,TELSTRA CORPORATION LTD,SAP & Others,Over 350k,33051775556,NULL,NULL,18-11-2022,VOICE & DATA SERVICES,4415.20542,TELSTRA CORPORATION LIMITED,People & Culture,NULL,INFORMATION TECHNOLOGY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2735326,C09,2325,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,HR CONSULTING,NULL,WORKVERGENT PTY LTD,Corporate Services,NULL,NULL,WORKVERGENT PTY LTD,SAP & Others,Under 100k,66654678172,NULL,NULL,03-10-2022,HR SERVICES,1512.005322,WORKVERGENT PTY LTD,People & Culture,NULL,HR,NULL,NULL,NULL,NULL,WORKVERGENT_INV0056_SEPT2022 SPECIALIST,4700625325,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,\People," Culture and Safety\""",GOVERNMENT,7200,NULL,NZD,NULL,1646499,NULL,9.56000042,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7389,UNCATEGORIZED,STATUTORY CHARGES & TAXES,MINISTRY OF JUSTICE,Corporate Services,NULL,GOVERNMENT,MINISTRY OF JUSTICE,SAP & Others,Under 100k,64448536,NULL,NULL,20-04-2022,UNCATEGORIZED,6.48358893,MINISTRY OF JUSTICE,People & Culture,NULL,UNCATEGORIZED,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,1737503,E25,66880,AUD,MRO,NULL,NULL,NULL,AP Data,7389,UNIFORMS & UNIFORM LAUNDRY,NULL,INDIGENOUS SUPPLY AUSTRALIA PTY LTD,Infrastructure Services,MBE,NULL,INDIGENOUS SUPPLY AUSTRALIA PTY LTD,SAP & Others,Over 350k,56637376900,NULL,NULL,11-05-2022,UNIFORM & LINEN SERVICE,46323.4245,INDIGENOUS SUPPLY AUSTRALIA PTY LTD,Minerals - BHP Olympic Dam,NULL,MRO,1,Indigenous ,NULL,NULL,"CASING,12\WELDED",BEVELLED,END,6M,"300NB"",4805684407,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL",,,,,,,,,,,,
