month,transferred,business_unit_l3,internal_categorization_l2,company,is_stream,original_currency,new_sector_group,id,po_purchasing_group,original_amount,base_currency,category,business_unit_l4,indigenous_flag,cost_type,data_source,spendanalysis_id,subcategory,internal_categorization_l3,normalized_vendor_name,new_sector,diversity_designation,internal_categorization_l1,simple_vendor_name,company_group_system,spend_amount_attribute,vendor_number,social_enterprise_flag,commercial_status_group,date,gdw_subcat,amount,original_vendor_name,business_unit_l2,business_unit,gdw_cat,is_diverse,minority_indicator,commercial_status,channel_type,transaction_description,po_number,vendor_country,company_group,business_unit_l5,is_preferred,is_managed,impactable,include_in_savings,lost_savings_rate,compliance_status,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6
9,0,\People," Culture and Safety\""",TO BE DETERMINED,7200,NULL,NZD,NULL,2292694,NULL,27882.34961,NZD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,EMPLOYEE INCENTIVE PROGRAMS,TAIL-END SPEND,HW HOLDSWORTH WATCHMAKER AND JEWELLER,Corporate Services,NULL,UNALLOCATED,HW HOLDSWORTH WATCHMAKER AND JEWELLER,SAP & Others,Over 350k,47062783519,NULL,NULL,21-09-2022,EMPLOYEE RECOGNITION,16255.74048,HW HOLDSWORTH WATCHMAKER & JEWELLER,People & Culture,NULL,HR,NULL,NULL,NULL,NULL,SERVICE AWARDS NZ QTR 3 & 4 2022,4700574736,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",RECORDS MANAGEMENT & DISPOSAL,7020,NULL,AUD,NULL,2703041,NULL,42.5,AUD,ADMINISTRATIVE PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,8130,DOCUMENT MANAGEMENT & SHREDDING,RECORDS MANAGEMENT & DISPOSAL,IRON MOUNTAIN,Corporate Services,NULL,CORPORATE SERVICES,IRON MOUNTAIN AUSTRALIA GROUP PTY L,SAP & Others,Over 350k,25004270991,NULL,NULL,13-12-2022,DOCUMENT MANAGEMENT & SHREDDING,29.07816073,IRON MOUNTAIN AUSTRALIA GROUP PTY L,People & Culture,NULL,CORPORATE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",GOVERNMENT,7200,NULL,NZD,NULL,2606942,NULL,9.56000042,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7769,UNCATEGORIZED,STATUTORY CHARGES & TAXES,MINISTRY OF JUSTICE,Corporate Services,NULL,GOVERNMENT,MINISTRY OF JUSTICE,SAP & Others,Under 100k,64448536,NULL,NULL,09-08-2022,UNCATEGORIZED,6.00941517,MINISTRY OF JUSTICE,People & Culture,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2856096,C89,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,Over 350k,65943328,NULL,NULL,14-10-2022,CORPORATE INSURANCE,55.62044608,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
2,0,\People," Culture and Safety\""",GOVERNMENT,7200,NULL,NZD,NULL,2176863,NULL,19.12000084,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7389,UNCATEGORIZED,STATUTORY CHARGES & TAXES,MINISTRY OF JUSTICE,Corporate Services,NULL,GOVERNMENT,MINISTRY OF JUSTICE,SAP & Others,Under 100k,64448536,NULL,NULL,25-02-2022,UNCATEGORIZED,12.89700273,MINISTRY OF JUSTICE,People & Culture,NULL,UNCATEGORIZED,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",CONSULTANCY,7020,NULL,AUD,NULL,2480181,NULL,1732.859985,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7769,UNCATEGORIZED,TBC,YUIN BUSINESS SERVICES PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,YUIN BUSINESS SERVICES PTY LTD,SAP & Others,Under 100k,34152876974,NULL,NULL,10-08-2022,UNCATEGORIZED,1227.185814,YUIN BUSINESS SERVICES PTY LIMITED,People & Culture,NULL,UNCATEGORIZED,NULL,Indigenous ,NULL,NULL,YUIN BUSINES SERVICES,4700491153,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",GOVERNMENT,7200,NULL,NZD,NULL,2926512,NULL,9.56000042,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8130,UNCATEGORIZED,STATUTORY CHARGES & TAXES,MINISTRY OF JUSTICE,Corporate Services,NULL,GOVERNMENT,MINISTRY OF JUSTICE,SAP & Others,Under 100k,64448536,NULL,NULL,10-11-2022,UNCATEGORIZED,5.75225126,MINISTRY OF JUSTICE,SHEQ,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
11,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2781131,C89,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,Over 350k,65943328,NULL,NULL,02-11-2022,CORPORATE INSURANCE,58.12848371,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,1677327,C89,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,23-04-2022,CORPORATE INSURANCE,66.47499709,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2340804,NULL,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,26-07-2022,CORPORATE INSURANCE,62.39665554,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
1,0,Transport - Tech & Rail Services,INDUSTRIAL,7020,NULL,AUD,NULL,2254269,742,334.5499878,AUD,IT PRODUCTS & SERVICES,NULL,NULL,NULL,AP Data,7389,POINT-OF-SALE EQUIPMENT & SUPPLIES,INDUSTRIAL MATERIALS,BUNNINGS WAREHOUSE PTY LTD,Transport,NULL,MATERIALS,BUNNINGS WAREHOUSE,SAP & Others,Over 350k,26008672179,NULL,NULL,31-01-2022,POINT OF SALE EQUIPMENT,236.4620109,BUNNINGS WAREHOUSE,Rail Projects Group,NULL,INFORMATION TECHNOLOGY,0,NULL,NULL,NULL,"WRENCH,IMPACT,1/2\",MILWAUKEE,18V,"SKIN"",4700496099,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
8,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2466727,NULL,150,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,BACKGROUND CHECKS & DRUG TESTING,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,17-08-2022,BACKGROUND CHECKS & DRUG TESTING,103.9753232,WORKFORCE HEALTH ASSESSORS PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2519228,NULL,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,29-09-2022,CORPORATE INSURANCE,57.41216943,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,Infra Serv - Rig & Well Services,BUILDING,7045,NULL,AUD,NULL,1753108,E26,10500,AUD,EQUIPMENT,NULL,NULL,NULL,AP Data,7389,EQUIPMENT ACQUISITION,TBC,BLACK DIAMOND DRILLING SERVICESAUSTRALIA PTY LTD,Infrastructure Services,NULL,FACILITIES MANAGEMENT,BLACK DIAMOND DRILLING SERVICES,SAP & Others,Under 100k,17607927560,NULL,NULL,27-06-2022,EQUIPMENT,7267.034447,BLACK DIAMOND DRILLING SERVICES,Minerals - BHP Iron Ore,NULL,CONSTRUCTION & EQUIPMENT,0,NULL,NULL,NULL,"SD12,BIT,17\",CONCAVE,"HSD12-431CC-TPD"",4806003163,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
8,0,\People," Culture and Safety\""",GOVERNMENT,7200,NULL,NZD,NULL,2628408,NULL,19.12000084,NZD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,7769,UNCATEGORIZED,STATUTORY CHARGES & TAXES,MINISTRY OF JUSTICE,Corporate Services,NULL,GOVERNMENT,MINISTRY OF JUSTICE,SAP & Others,Under 100k,64448536,NULL,NULL,09-08-2022,UNCATEGORIZED,12.01883034,MINISTRY OF JUSTICE,SHEQ,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
1,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,1798048,C89,-573.0999756,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,11-01-2022,CORPORATE INSURANCE,-388.7363457,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON MEDICAL FEES 2021,4700379910,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",PROFESSIONAL SERVICES,7020,NULL,AUD,NULL,2655025,NULL,150,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,8130,BACKGROUND CHECKS & DRUG TESTING,HEALTHCARE SERVICES,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,10-12-2022,BACKGROUND CHECKS & DRUG TESTING,101.9550215,WORKFORCE HEALTH ASSESSORS PTY LTD,People & Culture,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
8,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2449718,NULL,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,04-08-2022,CORPORATE INSURANCE,62.97998622,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON MEDICAL FEES 2021,4700379910,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2260819,C08,4514.819824,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,CORPORATE CONFERENCES & EVENTS,NULL,SAXTON SPEAKERS BUREAU PTY LTD,Corporate Services,NULL,NULL,SAXTON SPEAKERS BUREAU PTY LTD,SAP & Others,Under 100k,65101112681,NULL,NULL,29-06-2022,EVENTS & CONFERENCES,3105.425667,SAXTON SPEAKERS BUREAU PTY LTD,SHEQ,NULL,MARKETING,0,NULL,NULL,NULL,SAXTON THEO VENTER SPEAKER,4700477480,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,1987437,C89,7250,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,WORKER'S COMPENSATION INSURANCE,NULL,EMPLOYERS MUTUAL LTD,Corporate Services,NULL,NULL,EMPLOYERS MUTUAL MANAGEMENT PTY LTD,SAP & Others,Under 100k,11001735191,NULL,NULL,23-05-2022,WORKERS COMPENSATION INSURANCE,5137.471655,EMPLOYERS MUTUAL MANAGEMENT PTY LTD,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,EML CLAIMS MANAGEMENT FEES VS - JUN21,4700553273,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2361675,NULL,50,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7769,BACKGROUND CHECKS & DRUG TESTING,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,19-09-2022,BACKGROUND CHECKS & DRUG TESTING,33.66223582,WORKFORCE HEALTH ASSESSORS PTY LTD,SHEQ,NULL,HR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,Strategy & CD and BM&C,NULL,7020,NULL,AUD,NULL,1759330,NULL,50,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,BACKGROUND CHECKS & DRUG TESTING,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,26-05-2022,BACKGROUND CHECKS & DRUG TESTING,35.49152569,WORKFORCE HEALTH ASSESSORS PTY LTD,\Brand," Marketing & Communications\""",NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",INSURANCE,7020,NULL,AUD,NULL,2485172,NULL,9500,AUD,DIRECT,NULL,NULL,NULL,AP Data,7769,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,INSURANCE,KONEKT AUSTRALIA PTY LTD,Corporate Services,NULL,CORPORATE SERVICES,KONEKT AUSTRALIA PTY LTD,SAP & Others,100k to 350k,64083660093,NULL,NULL,13-09-2022,N/A,6404.854205,KONEKT AUSTRALIA PTY LTD,SHEQ,NULL,N/A,NULL,NULL,NULL,NULL,KONEKT INJURY MANAGEMENT SERVICES MAY22,4700601329,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2359077,NULL,4800.859863,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,7769,LEGAL SERVICES,NULL,FEFO PTY LTD,Corporate Services,NULL,NULL,FEFO PTY LTD,SAP & Others,100k to 350k,65626747742,NULL,NULL,26-09-2022,LEGAL SERVICES,3106.866109,FEFO PTY LTD,SHEQ,NULL,PROFESSIONAL SERVICES,NULL,NULL,NULL,NULL,MANTRA PANDANAS VENUE PERTH - S4L FEFO,4700588127,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2253541,C89,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,14-04-2022,CORPORATE INSURANCE,67.81500068,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2340805,NULL,100,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,01-07-2022,CORPORATE INSURANCE,62.08072232,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON ADMIN FEES SEP22,4700490952,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
9,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2605835,NULL,585250.4375,AUD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,NULL,WORKSAFE VICTORIA,Corporate Services,NULL,NULL,WORKSAFE VICTORIA,SAP & Others,Over 350k,NULL,NULL,NULL,14-09-2022,CORPORATE INSURANCE,395170.0834,WORKSAFE VICTORIA,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
7,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2484895,NULL,14407.46973,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,28-07-2022,CORPORATE INSURANCE,9065.178819,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON MEDICAL FEES 2022,4700505751,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2070280,NULL,50,AUD,HR SERVICES,NULL,NULL,NULL,AP Data,7389,BACKGROUND CHECKS & DRUG TESTING,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,Corporate Services,NULL,NULL,WORKFORCE HEALTH ASSESSORS PTY LTD,SAP & Others,Over 350k,NULL,NULL,NULL,24-06-2022,BACKGROUND CHECKS & DRUG TESTING,34.73112207,WORKFORCE HEALTH ASSESSORS PTY LTD,SHEQ,NULL,HR,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
6,0,Infra Serv - Rig & Well Services,ROAD FREIGHT,7045,NULL,AUD,NULL,2195941,E25,517,AUD,DIRECT,NULL,NULL,NULL,AP Data,7389,BUILDING / INFRASTRUCTURE MATERIALS,TBC,METZKE P L,Infrastructure Services,NULL,SUPPLY CHAIN,METZKE P L,SAP & Others,100k to 350k,94147985206,NULL,NULL,28-06-2022,N/A,356.8463069,METZKE P/L,Minerals - BHP Olympic Dam,NULL,N/A,0,NULL,NULL,NULL,"CYLINDER,HYD,2\X254","139996752"",4806006475,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
11,0,\People," Culture and Safety\""",NULL,7020,NULL,AUD,NULL,2841027,C09,8500,AUD,PROFESSIONAL SERVICES,NULL,NULL,NULL,AP Data,8130,GENERAL CONSULTING,NULL,WHITE BEAR LOGIC PTY LTD,Corporate Services,NULL,NULL,WHITE BEAR LOGIC PTY LTD,SAP & Others,Under 100k,63615200265,NULL,NULL,18-11-2022,ADVISORY & MANAGEMENT CONSULTING,5673.664186,WHITE BEAR LOGIC PTY. LTD.,People & Culture,NULL,PROFESSIONAL SERVICES,NULL,NULL,NULL,NULL,WHITEBEAR_PROPOSAL10.11.22_8500EX,4700647295,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
4,0,Infra Serv - Rig & Well Services,PPE,7045,NULL,AUD,NULL,2196049,E26,3948.959961,AUD,DIRECT,NULL,NULL,NULL,AP Data,7389,BUILDING / INFRASTRUCTURE MATERIALS,PPE EQUIPMENT & ATTIRE,ATOM SUPPLY,Infrastructure Services,NULL,CORPORATE SERVICES,ATOM SUPPLY,SAP & Others,Over 350k,39009347399,NULL,NULL,11-04-2022,N/A,2928.548333,ATOM SUPPLY,Minerals Site Support,NULL,N/A,0,NULL,NULL,NULL,"FLANGE,SO2,8\",TABLE-E,PLATE,STEEL,"AS2129"",4805740718,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL",,,,,,,,,,,,
3,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2251853,C89,8750,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,03-03-2022,CORPORATE INSURANCE,5958.095861,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,AON MONTHLY MANAGEMENT FEE SEP2022,4700505752,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
2,0,\People," Culture and Safety\""",BUILDING,7020,NULL,AUD,NULL,2099670,C17,1911.77002,AUD,DIRECT,NULL,NULL,NULL,AP Data,7389,SUBCONTRACTOR - NETWORK DESIGN AND BUILD,TBC,SOLVE COMMUNICATIONS,Corporate Services,NULL,FACILITIES MANAGEMENT,SOLVE COMMUNICATIONS,SAP & Others,Over 350k,68005476022,NULL,NULL,08-02-2022,N/A,1365.949052,SOLVE COMMUNICATIONS,People & Culture,NULL,N/A,0,NULL,NULL,NULL,APPLE IPHONE 13 PRO 256GB 5G & ACCESSORI,4700498225,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
5,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2003843,C89,17500,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7389,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,06-05-2022,CORPORATE INSURANCE,11214.35437,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,0,NULL,NULL,NULL,AON MONTHLY MANAGEMENT FEE SEP2022,4700505752,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2718477,C89,4429.799805,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,Over 350k,65943328,NULL,NULL,02-12-2022,CORPORATE INSURANCE,2841.272794,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON MEDICAL FEES 2022,4700505751,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
10,0,Infra Serv - Industrial Services,BUILDING,7020,NULL,AUD,NULL,2843547,R07,4464.990234,AUD,MRO,NULL,NULL,NULL,AP Data,8130,GENERAL INDUSTRIAL SUPPLIES,TBC,TOTAL TOOLS,Infrastructure Services,NULL,FACILITIES MANAGEMENT,TOTAL TOOLS ALBION PARK,SAP & Others,Under 100k,43164740130,NULL,NULL,17-10-2022,GENERAL INDUSTRIAL SUPPLIES,2811.786228,TOTAL TOOLS ALBION PARK,Project Services,NULL,MRO,NULL,NULL,NULL,NULL,WRENCH AIR IMPACT 3/4\ DR," 1400 FT/LB PI"",4700629006,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
9,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2460389,NULL,8750,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,7769,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,100k to 350k,65943328,NULL,NULL,02-09-2022,CORPORATE INSURANCE,5347.33214,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,AON MONTHLY MANAGEMENT FEE SEP2022,4700505752,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
12,0,\People," Culture and Safety\""",INSURANCE,7200,NULL,NZD,NULL,2702557,C89,3340.659912,NZD,INSURANCE & BENEFITS,NULL,NULL,NULL,AP Data,8130,CORPORATE INSURANCE,INSURANCE,AON RISK SERVICES,Corporate Services,NULL,CORPORATE SERVICES,AON NEW ZEALAND LTD,SAP & Others,Over 350k,65943328,NULL,NULL,07-12-2022,CORPORATE INSURANCE,2122.121092,AON NEW ZEALAND LIMITED,SHEQ,NULL,CORPORATE,NULL,NULL,NULL,NULL,NZ AON MEDICAL FEES 2022,4700505751,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
